,randomized,question_url,course_code,question_id,inductive_coding_question_type,relevance_to_course_content,contextual,additional_notes_on_question,complexity_of_question,reason_for_complexity,Media,question_title,question_body,question_good_count,Time,instructor_answer,instructor_answer_good_count,instructor_task_completion,instructor_endorsement_for_instructor_answer,student_answer,student_answer_good_count,instructor_endorsement_for_student_answer,,,,,,,,,,,,,,,,,,,
402,763,https://piazza.com/class/kjv25fqyx8y513/post/477,COMP3711,question @477,"hw_question, verification",,,_____________,,,0,Min-capacity cut and cut with minimum edges,"Anonymous at @444 wrote:

C(S,T)=∑ec(e)=∑e1=|E(S,T)|

.

This is what I saw in the discussion below the hint give. I don't understand why this statement is valid.

As far as I know, capacity of a cut is, $$ c(S,T) = \sum_{\text{e from S to T}} c(e) $$, not sum of the capacities of all edges. If we have an edge from T to S with capacity 1, the statement above will not be valid.

What I thought instead is, we need to prove that ""cut"" with minimum cut capacity is equal to ""cut"" with the minimum number of edges. It is the equality between cuts (set of edges), not between the capacity and number of edges.

Is my understanding correct?",0,Updated 3 years ago by Anonymous Comp,"In the SPECIFIC problem we are discussing all capacities are 1.
So, the statement is valid.

***

The Max Flow Min-Cut theorem is about the CAPACITY of the cut.

But, in this problem, we can relate the capacity of a cut to the number of edges in the cut.
*******

In an S-T cut we do NOT include the reverse edges.
********

I am unclear as to what else you are asking.
If you have any questions I have not answered please re-ask them",1,2,,"Oh maybe I misunderstood the definition of a cut.

For an s-t cut, do we not include the REVERSE edges $$ e=(v,u) $$ where $$v\in T \text{ and } u\in S $$?",0,,,,,,,,,,,,,,,,,,,,
403,639,https://piazza.com/class/kjv25fqyx8y513/post/479,COMP3711,question @479,requirement clarification,,,,,,0,Do we need to prove the hint?,"Do we need to prove the hint? or just use it as the fact? for example,



A separating vertex set in G corresponds to a separating edge set in
G_ in which all edges are in E1_ and vice-versa.So solving (b) corresponds to finding a smallest separating edge set in
which all edges are in E1_ in G_.",0,Updated 3 years ago by Anonymous Poet,"You need to provide a line of explanation showing that you understand why this is true,",0,1,,,,,,,,,,,,,,,,,,,,,,,
404,25,https://piazza.com/class/kjv25fqyx8y513/post/482,COMP3711,question @482,,,yes,,,,0,P2,"When create the graph, if the capcity of certain kind of edges is not cared, can I say that it doesn't have capacity, or it is better to set the capacity to infinite?",0,Updated 3 years ago by Anonymous Scale,"Set it to a large enough value so that any flow that can be created can pass through that edge.

For example, if you know that the MAX-Flow is $$\le P$$, then you can use capacity $$P$$ as a ""don't care,",0,1,,,,,,,,,,,,,,,,,,,,,,,
405,415,https://piazza.com/class/kjv25fqyx8y513/post/483,COMP3711,question @483,question,,,good example for training,,,0,Shortest path to own node,"Sorry if this is a stupid question, but is it possible to have a value not equal to 0 for shortest path to own node? What I mean is that suppose there are 3 nodes A B C and 3 edges AB, BC, CA. Initially if we use the DP for shortest path then all value to own node, i.e. dAA, dBB, dCC = 0. But suppose that AB, BC, CA all have negative value then wouldn't later we have dAA a negative value as the minimum distance? I just find it really weird to have this value if we are not moving anywhere from one node.",0,Updated 3 years ago by Anonymous Gear,"We actually shortly mentioned this in the slides at the beginning of shortest paths.

We specifically said that the algorithms don't work on graphs that have negative cycles (which is what you are describing).

The problem is that ""shortest paths"" don't exist (or can't be cleanly defined) if there is a negative cycle.

You can go around the cycle an arbitrary number of times and decrease the length more and more.

*********************************
Note. I may applications we can be sure, from the problem definition, that a negative cycle doesn't exist.

In other cases, we can run a negative cycle finding algorithm (this is a modified version of Floyd-Warshall) before running the shortest path algorithm. If it says that a negative cycle exists then we have to say tha the problem is not solvable.",0,1,,,,,,,,,,,,,,,,,,,,,,,
407,509,https://piazza.com/class/kjv25fqyx8y513/post/485,COMP3711,question @485,logistics,,explicit context,,,,0,DC4 and DC5 tutorial,"Will questions similar to DC4 and DC5 in tutorial appear in exams? 

The closest thing I can find in lecture notes similar to these questions is multiplication lecture note. But even with that, they feel a bit too abstract from what we learned in class",0,Updated 3 years ago by Anonymous Gear,"NO.

We did mot teach that material this year.

You are only responsible for topics that we teach .

Some of the tutorials cover topics that we do not teach.
The exam will only be on topics that we cover in class and the tutorial and we did not cover this anywhere

For reference, the other topics we did not cover (besides DC4 and DC5) are the topics from SS17, DC6 and DC7, DC13

Also, just as a reminder.
None of the * problems are on the exam",1,2,,,,,,,,,,,,,,,,,,,,,,,
408,409,https://piazza.com/class/kjv25fqyx8y513/post/486,COMP3711,question @486,Assignment Help,,yes,,,,0,Any hints for P2?,"I am completely stuck for P2 as I have no idea on how to formula the problem as a graph problem. There are so many inputs, what could be the correct way for me to fit the inputs to vertices and edges?

Could you please give me some hints?",0,Updated 3 years ago by Anonymous Atom,"Reread the slides on bipartite matching applications again.

You can think of those as providers in $$Y$$ servicing people in $$X.$$

In class we learned how to solve them by building a flow network,

The flow network had two columns of vertices: one for X and the other for Y, with edges connecting the $$X$$ and $$Y$$ vertices if and only if $$y_j$$ could service $$x_i.$$

In this problem think of having columns for $$P$$ (people), $$X$$ (groups) and $$A$$ (advertisers).

You can draw edges between $$P$$ and $$X$$ if $$p_i$$ is in group $$X_j$$
and between $$X$$ and $$A$$ if advertiser $$a_k$$ wants to sell ads to people in group $$x_j$$

A path in the graph from $$p_i$$ to $$a_k$$ means that advertiser $$a_k$$ wants to sell an add to a person $$p_i.$$

Now augment that graph properly with a source, sink and capacities (part of the problem is figuring out the capacity values to use) and then show that solving the problem is equivalent to solving a max flow problem on the graph.

That should get you started

(and watch my Q&A session for ""pictures"")",1,2,,Professor gave a good hint on how to convert the problem into a graph problem in 5/6's lecture (q&a session).,1,,,,,,,,,,,,,,,,,,,,
409,69,https://piazza.com/class/kjv25fqyx8y513/post/487,COMP3711,question @487,requirements clarification,,,,,,0,If and only if proof (lecture note 19b),"May I ask for an example of ""if and only if"" proof for one of the examples in lecture note 19b?

I think we only discussed the claim that ""a solution exists if and only if max flow value is n"", but did not go into the details of the proof. 

It would be really helpful if details of proof of either one of the examples in lecture note 19b is given. thanks!",0,Updated 3 years ago by Anonymous Scale,"I don't understand your question.

*************************
The example of the maximum number of edge disjoint paths provides a proof for both directions.

As does the discussion of the baseball eliminations.

Those are proofs,

***********************************

In both problems we showed that

There is a solution to the original problem
if there is a max flow of size B.

We specifically proved the correctness of both directions.
In addition, the proof showed how, given a max flow of size B we can construct a solution to the original problem.",0,1,,,,,,,,,,,,,,,,,,,,,,,
410,428,https://piazza.com/class/kjv25fqyx8y513/post/488,COMP3711,question @488,,,yes,,,,0,P1b correctness,"In P1b, I think at some point we need to show that a cut with minimum number edges (which is found to be a min-cut) is a min edge separating set (*).

I am stuck at this point because we cannot apply the max disjoint paths trick here. I am wondering if I should prove that every edge separating set is a set of edges crossing a cut. Therefore, I hope to ask whether it is true and whether I should prove this to show (*).

If not, what should be direction I should consider in order to prove (*)?

Thanks.",0,Updated 3 years ago by Anonymous Mouse,"That is a really good question.

You are the first person to ask it, so here is a hint

Let $$EC$$ be a a set of separating edges
Remove $$EC$$ from the graph $$G$$
Call the remaining graph $$G''$$

Now, create a new cut $$S,T$$
$$S$$ will be the set of vertices reachable from $$s$$ in $$G'$$
-- This is a cut because $$ s \in S$$ and $$t \not \in S$$ (because $$EC$$ is a separating cut

- Let $$E(S,T)$$ be the edges crossing the cut.
$$|E(S,T)|$$ is the number of edges in $$E(S,T)$$

******
(*) Prove that if $$(u,v) \in E(S,T)$$ implies $$(u,v) \in EC$$
******

If you can prove (*) you are almost finished because this implies $$E(S,T) \subseteq EC$$, so $$|E(S,T)|| \le |EC|$$
On the other hand, every cut is a separating edge set so, $$|E(S,T)|| \ge |EC|$$

This implies that $$|E(S,T)|| = EC$$

You can't use this directly because you don't know $$S,T$$


But, this will imply (similar to in (a) ) that a min cut found the FF algorithm will be a min separating edge set.",1,2,,,,,,,,,,,,,,,,,,,,,,,
411,158,https://piazza.com/class/kjv25fqyx8y513/post/489,COMP3711,question @489,lecture concept clarification,,explicit context,,,,0,Residual graph or just graph for FF algorithm correctness proof,"I'm a bit confused with the term 'residual graph'. I understand that residual graph is constructed from the residual capacities.

However, which graph ($$ G $$ or $$ G_f $$ ) from lecture note 18 page 24 is used for the proof in page 36 of the same lecture note? I think $$ G $$ is being used instead of $$ G_f $$. I know that they are actually equivalent, but don't I need to use the term $$ G $$ instead of $$ G_f $$ for the proof?",0,Updated 3 years ago by Anonymous Helix,"The graph shown on page 36 is illustrating both $$G$$ and $$G_f$$

It is meant to show the edges that can appear and then discusses what can happen for each type of edge.",0,1,,,,,,,,,,,,,,,,,,,,,,,
412,579,https://piazza.com/class/kjv25fqyx8y513/post/491,COMP3711,question @491,,,yes,,,,0,P4 C,"Do we only need to specify corresponding min-cut by highlighting nodes in S if M is a maximum bipartite graph.

If it is not, do we not need to highlight any nodes and only color the new path in residual graph?",0,Updated 3 years ago by Anonymous Gear,"You only need to highlighting all the nodes in S in the template given in (B) if M is a max matching.

If not, you will need to highlight one s-t path in the residual graph you have drawn in B (no need to highlight nodes).",0,1,,,,,,,,,,,,,,,,,,,,,,,
413,344,https://piazza.com/class/kjv25fqyx8y513/post/492,COMP3711,question @492,,,yes,,,,0,"P1 (S,T) cut","I was considering the correctness of $$|E(S,T)|=c(S,T)$$. I understood that it is true because edges in $$E(S,T)$$ all have capacity $$1$$. But one point that bothers me when I read the max-flow min-cut theorem again: for a cut $$(S,T)$$, do we also need to consider edges from $$T$$ to $$S$$ (the ones who should have empty flow)?

If so, I am a bit stuck in proving $$|E(S,T)|=c(S,T)$$ and when showing number of edges in the min-cut equals to the capacity across $$(S,T)$$ in part b.",0,Updated 3 years ago by Anonymous Helix,NO. The proof is very explicit that the definition of the capacity of a cut is only the edges from $$S$$ to $$T$$ and not $$T$$ to $$S$$,1,2,,,,,,,,,,,,,,,,,,,,,,,
